Protein Id,Gene Symbol,Description,Number of peptides,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5,Id,Average norm WT,Average norm G12D,Average norm G12D/Average norm WT
sp|Q61140|BCAR1_MOUSE,Bcar1,BCAR1_MOUSE Breast cancer anti-estrogen resistance protein 1,11,9.07324,9.23952,8.91314,8.59347,8.66816,11.2272,11.4884,11.3424,10.7443,10.7102,41,8.897506,11.1025,1.247821581
sp|P52795|EFNB1_MOUSE,Efnb1,EFNB1_MOUSE Ephrin-B1,5,9.06866,8.60188,9.10754,11.3895,10.5814,9.98147,8.97122,9.49232,10.5668,12.2392,42,9.749796,10.250202,1.051324766
sp|P30999|CTND1_MOUSE,Ctnnd1,CTND1_MOUSE Catenin delta-1,72,9.28633,9.30862,9.35024,8.74211,8.74423,11.0412,11.5746,11.1489,10.507,10.2968,43,9.086306,10.9137,1.201115173
sp|Q9D8N0|EF1G_MOUSE,Eef1g,EF1G_MOUSE Elongation factor 1-gamma,61,10.3463,10.0595,9.8688,9.57209,8.91579,10.662,10.4044,10.385,10.0256,9.76045,44,9.752496,10.24749,1.050755622
tr|E9PVZ8|E9PVZ8_MOUSE,Golgb1,E9PVZ8_MOUSE Protein Golgb1,92,10.6739,9.97166,10.145,11.1638,10.9677,9.44142,8.66046,8.705,10.074,10.197,45,10.584412,9.415576,0.889570058
sp|Q9JIF7|COPB_MOUSE,Copb1,COPB_MOUSE Coatomer subunit beta,70,10.2166,9.62249,9.92899,10.5131,10.2716,9.7526,9.73933,9.98948,9.8891,10.0767,46,10.110556,9.889442,0.978130382
sp|Q9D7Z3|NOL7_MOUSE,Nol7,NOL7_MOUSE Nucleolar protein 7,2,10.0503,10.7395,10.2564,6.69725,7.3285,11.8183,11.5174,12.7523,10.2076,8.63243,47,9.01439,10.985606,1.218674364
sp|Q68FH0|PKP4_MOUSE,Pkp4,PKP4_MOUSE Plakophilin-4,8,9.35373,10.2126,9.89153,8.8451,8.84131,10.8498,10.4494,10.661,10.8583,10.0373,48,9.428854,10.57116,1.121150036
sp|Q8R3H9|TTC4_MOUSE,Ttc4,TTC4_MOUSE Tetratricopeptide repeat protein 4,6,10.0727,9.98421,10.4694,10.089,9.9434,10.1034,9.71195,10.0306,10.3316,9.2636,49,10.111742,9.88823,0.977895797
sp|Q9D6J3|CCD94_MOUSE,Ccdc94,CCD94_MOUSE Coiled-coil domain-containing protein 94,5,10.4198,9.9755,10.4199,9.74924,9.97891,10.0409,10.4029,9.87768,10.0044,9.13077,50,10.10867,9.89133,0.978499644
sp|O08784|TCOF_MOUSE,Tcof1,TCOF_MOUSE Treacle protein,19,10.7307,10.7111,10.6419,9.19658,9.36562,10.2067,9.60292,10.0403,9.94205,9.56207,51,10.12918,9.870808,0.974492308
sp|Q06831|SOX4_MOUSE,Sox4,SOX4_MOUSE Transcription factor SOX-4,1,10.4289,8.44024,12.5497,7.98497,7.26347,10.8557,11.8908,11.7263,10.2916,8.56847,52,9.333456,10.666574,1.142832194
sp|Q9EPU4|CPSF1_MOUSE,Cpsf1,CPSF1_MOUSE Cleavage and polyadenylation specificity factor subunit 1,25,10.2001,10.1329,10.3386,9.28162,9.62022,10.1266,10.2648,10.2341,10.0755,9.72557,53,9.914688,10.085314,1.017209417
sp|Q505K2|F16A1_MOUSE,Fam160a1,F16A1_MOUSE Protein FAM160A1,2,10.0619,9.44875,8.32993,9.05347,8.83286,11.2279,12.0178,11.0807,10.0968,9.8499,54,9.145382,10.85462,1.186896294
sp|P35822|PTPRK_MOUSE,Ptprk,PTPRK_MOUSE Receptor-type tyrosine-protein phosphatase kappa,20,9.8693,10.7908,10.2214,9.40929,8.81791,10.3479,10.1295,11.1915,9.50063,9.72175,55,9.82174,10.178256,1.03629866
sp|Q9R0H0-2|ACOX1_MOUSE,Acox1,ACOX1_MOUSE Isoform 2 of Peroxisomal acyl-coenzyme A oxidase 1,20,9.40147,9.6912,9.66972,11.0421,10.126,9.05872,9.8913,9.86679,9.3942,11.8585,56,9.986098,10.013902,1.002784271
sp|E9Q1P8|I2BP2_MOUSE,Irf2bp2,I2BP2_MOUSE Interferon regulatory factor 2-binding protein 2,9,10.428,10.6849,11.3205,9.2339,9.83317,9.86506,9.55073,9.80215,10.1865,9.09506,57,10.300094,9.6999,0.94172927
sp|Q8K3X4|I2BPL_MOUSE,Irf2bpl,I2BPL_MOUSE Interferon regulatory factor 2-binding protein-like,6,9.06102,8.35359,8.36218,8.33111,9.05577,11.3045,12.4263,11.6941,10.6726,10.7387,58,8.632734,11.36724,1.316760136
sp|Q6PAJ1|BCR_MOUSE,Bcr,BCR_MOUSE Breakpoint cluster region protein,1,10.0154,9.63326,10.7152,10.7651,9.73719,10.1835,9.65564,9.99167,9.24532,10.0577,59,10.17323,9.826766,0.96594356
sp|Q5SSL4|ABR_MOUSE,Abr,ABR_MOUSE Active breakpoint cluster region-related protein,12,9.51352,9.26775,9.73316,10.8164,10.0422,9.56387,9.94817,10.339,9.44984,11.3261,60,9.874606,10.125396,1.025397469
sp|Q62468|VILI_MOUSE,Vil1,VILI_MOUSE Villin-1,96,9.78124,9.59247,9.52467,9.91406,9.37707,10.3008,10.4211,10.4813,10.272,10.3354,61,9.637902,10.36212,1.075142702
tr|F6V2H5|F6V2H5_MOUSE,Vil1,F6V2H5_MOUSE Villin-1 (Fragment),2,9.19917,9.79665,10.3647,10.0435,9.55455,10.5586,9.42735,10.3564,9.71302,10.9861,62,9.791714,10.208294,1.042544135
sp|Q80UJ7|RB3GP_MOUSE,Rab3gap1,RB3GP_MOUSE Rab3 GTPase-activating protein catalytic subunit,25,8.79071,8.85336,8.83547,9.55779,9.43998,11.1905,11.2788,10.9914,10.4583,10.6037,63,9.095462,10.90454,1.198898967
tr|Q91VA7|Q91VA7_MOUSE,Idh3b,Q91VA7_MOUSE Isocitrate dehydrogenase 3 (NAD+) beta,40,9.74214,10.4653,10.4783,10.2804,9.99309,9.61788,9.70585,10.093,9.57223,10.0518,64,10.191846,9.808152,0.962352846
sp|Q6P4S8|INT1_MOUSE,Ints1,INT1_MOUSE Integrator complex subunit 1,24,9.85551,10.0168,10.6683,9.40709,9.60166,9.81235,10.5034,10.5721,9.84448,9.71832,65,9.909872,10.09013,1.01818974
sp|A2APV2|FMNL2_MOUSE,Fmnl2,FMNL2_MOUSE Formin-like protein 2,8,8.69569,8.47213,9.69709,8.22657,9.09464,11.0188,12.3321,11.944,10.5145,10.0045,66,8.837224,11.16278,1.263154583
sp|Q6ZPF4|FMNL3_MOUSE,Fmnl3,FMNL3_MOUSE Formin-like protein 3,3,8.65376,7.98846,9.11685,8.45303,9.67374,11.3887,12.5293,10.6087,11.3132,10.2743,67,8.777168,11.22284,1.278640217
sp|Q9JL26|FMNL_MOUSE,Fmnl1,FMNL_MOUSE Formin-like protein 1,10,10.2189,9.01716,10.482,11.2144,11.2037,9.83314,8.70846,8.65815,10.1549,10.5092,68,10.427232,9.57277,0.918054763
tr|F7BE84|F7BE84_MOUSE,Ankrd50,F7BE84_MOUSE Protein Ankrd50 (Fragment),3,9.56739,8.6775,10.6776,9.94222,9.70009,10.5437,10.5182,9.90072,10.6835,9.78899,69,9.71296,10.287022,1.059102683
sp|Q9ERK4|XPO2_MOUSE,Cse1l,XPO2_MOUSE Exportin-2,50,10.6143,10.1887,10.7486,9.45586,9.41877,10.2793,10.0144,10.1211,10.0457,9.11342,70,10.085246,9.914784,0.983097884
sp|P42669|PURA_MOUSE,Pura,PURA_MOUSE Transcriptional activator protein Pur-alpha,15,10.0873,10.1418,9.69814,9.75891,9.42188,10.1992,9.54203,10.1694,10.0131,10.9683,71,9.821606,10.178406,1.036328071
sp|O35295|PURB_MOUSE,Purb,PURB_MOUSE Transcriptional activator protein Pur-beta,18,9.71548,10.1372,9.67005,9.34671,8.87651,10.5482,10.5289,10.6611,10.1222,10.3937,72,9.54919,10.45082,1.094419527
sp|P29477|NOS2_MOUSE,Nos2,"NOS2_MOUSE Nitric oxide synthase, inducible",27,12.9902,14.0974,12.9045,8.87193,9.42999,9.31386,6.9991,8.57096,9.79466,7.02736,73,11.658804,8.341188,0.715441138
sp|Q8R2U6|NUDT4_MOUSE,Nudt4,NUDT4_MOUSE Diphosphoinositol polyphosphate phosphohydrolase 2,5,9.26993,10.5012,9.38346,11.0636,10.4284,9.25827,9.70493,10.0816,9.71013,10.5984,74,10.129318,9.870666,0.974465013
sp|Q9JI46|NUDT3_MOUSE,Nudt3,NUDT3_MOUSE Diphosphoinositol polyphosphate phosphohydrolase 1,2,8.68751,9.51332,10.321,8.51756,10.1436,9.45457,10.4784,10.8604,11.407,10.6166,75,9.436598,10.563394,1.119407015
sp|Q8VDJ3|VIGLN_MOUSE,Hdlbp,VIGLN_MOUSE Vigilin,58,11.0681,9.60205,9.85623,10.5621,10.6485,9.50443,9.4163,9.06273,10.2921,9.98734,76,10.347396,9.65258,0.932851125
sp|Q61233|PLSL_MOUSE,Lcp1,PLSL_MOUSE Plastin-2,61,10.3134,9.00582,10.6711,10.5637,10.8361,10.0114,9.22281,9.17862,10.0442,10.1528,77,10.278024,9.721966,0.945898356
sp|Q3V0K9|PLSI_MOUSE,Pls1,PLSI_MOUSE Plastin-1,59,9.40137,8.51969,8.82352,9.29054,8.98553,10.8043,11.1699,11.135,10.6812,11.1888,78,9.00413,10.99584,1.221199605
sp|Q99K51|PLST_MOUSE,Pls3,PLST_MOUSE Plastin-3,16,7.47978,6.55453,7.47699,6.76187,7.18619,12.7952,15.6076,13.7285,11.4325,10.977,79,7.091872,12.90816,1.820134374
sp|Q9ESW4|AGK_MOUSE,Agk,"AGK_MOUSE Acylglycerol kinase, mitochondrial",11,9.37751,9.50995,9.65557,9.34418,9.24098,10.371,10.7138,11.0308,10.1872,10.5689,80,9.425638,10.57434,1.121869947
tr|E9QKT1|E9QKT1_MOUSE,Ube3a,E9QKT1_MOUSE Ubiquitin-protein ligase E3A,22,10.2319,9.73988,10.192,9.1965,9.45158,10.3558,10.3163,10.4012,10.2086,9.90624,81,9.762372,10.237628,1.048682431
sp|Q8BFW4|TRI65_MOUSE,Trim65,TRI65_MOUSE Tripartite motif-containing protein 65,5,10.5624,10.6691,9.48289,10.601,10.4933,9.92417,9.52003,9.94791,9.56208,9.23722,82,10.361738,9.638282,0.930180053
sp|P55264|ADK_MOUSE,Adk,ADK_MOUSE Adenosine kinase,25,9.18364,8.83901,8.59369,10.5421,9.85124,10.5053,11.0895,10.7138,9.61407,11.0676,83,9.401936,10.598054,1.127220394
sp|Q5U3K5|RABL6_MOUSE,Rabl6,RABL6_MOUSE Rab-like protein 6,6,10.1641,10.0056,10.0155,10.0963,9.58794,10.1042,9.81647,10.4909,9.66541,10.0536,84,9.973888,10.026116,1.005236473
sp|Q9EQJ9|MAGI3_MOUSE,Magi3,"MAGI3_MOUSE Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3",5,9.8262,10.3831,10.0627,10.2969,9.9735,9.94883,9.65542,9.829,10.1803,9.8441,85,10.10848,9.89153,0.978537822
sp|Q60931|VDAC3_MOUSE,Vdac3,VDAC3_MOUSE Voltage-dependent anion-selective channel protein 3,37,8.82796,8.82477,10.1862,10.5691,9.97962,10.6408,10.4578,9.94246,9.78397,10.7873,86,9.67753,10.322466,1.066642625
sp|Q60932|VDAC1_MOUSE,Vdac1,VDAC1_MOUSE Voltage-dependent anion-selective channel protein 1,64,8.6358,8.93122,9.84504,10.4514,9.7477,10.5091,10.8378,10.0376,10.0925,10.9119,87,9.522232,10.47778,1.100349162
sp|Q80XR2|AT2C1_MOUSE,Atp2c1,AT2C1_MOUSE Calcium-transporting ATPase type 2C member 1,5,9.81454,8.52535,9.42183,10.3487,9.56998,10.3414,10.8756,10.2556,10.1732,10.6738,88,9.53608,10.46392,1.097297841
sp|A7L9Z8|AT2C2_MOUSE,Atp2c2,AT2C2_MOUSE Calcium-transporting ATPase type 2C member 2,8,9.48741,9.46876,9.56946,12.2243,10.6537,8.94913,8.35312,8.98314,10.3008,12.0101,89,10.280726,9.719258,0.945386347
sp|Q60520|SIN3A_MOUSE,Sin3a,SIN3A_MOUSE Paired amphipathic helix protein Sin3a,22,10.1511,10.2321,10.8984,9.56358,9.53935,9.96716,10.0332,9.74579,10.107,9.76235,90,10.076906,9.9231,0.984736783
sp|Q62141|SIN3B_MOUSE,Sin3b,SIN3B_MOUSE Paired amphipathic helix protein Sin3b,3,10.0178,10.0442,10.6427,9.19673,9.94231,10.0394,10.0001,10.6753,10.0273,9.41416,91,9.968748,10.031252,1.006269995
sp|Q9CQN1|TRAP1_MOUSE,Trap1,"TRAP1_MOUSE Heat shock protein 75 kDa, mitochondrial",50,10.0008,10.4201,10.172,9.43674,8.84803,10.523,10.2399,10.6728,9.82832,9.85824,92,9.775534,10.224452,1.045922606
sp|P07901|HS90A_MOUSE,Hsp90aa1,HS90A_MOUSE Heat shock protein HSP 90-alpha,117,11.1086,10.6317,11.2984,9.77148,9.4917,9.67791,9.68736,9.3337,10.0094,8.98971,93,10.460376,9.539616,0.911976395
sp|P11499|HS90B_MOUSE,Hsp90ab1,HS90B_MOUSE Heat shock protein HSP 90-beta,97,10.8729,10.3001,10.9593,8.86843,8.95579,10.0231,10.499,10.1728,10.412,8.9366,94,9.991304,10.0087,1.001741114
sp|P08113|ENPL_MOUSE,Hsp90b1,ENPL_MOUSE Endoplasmin,149,10.7683,10.2353,9.95281,11.1391,11.0977,9.41279,8.41056,8.60196,10.164,10.2175,95,10.638642,9.361362,0.879939564
tr|A2A6A2|A2A6A2_MOUSE,Hsp90aa1,A2A6A2_MOUSE Heat shock protein HSP 90-alpha (Fragment),1,10.8411,9.80375,11.3226,9.25511,7.81265,10.4194,10.5925,9.35793,10.7908,9.80408,96,9.807042,10.192942,1.039349276
tr|E9Q0C3|E9Q0C3_MOUSE,Hsp90ab1,E9Q0C3_MOUSE Heat shock protein HSP 90-beta (Fragment),2,12.8239,10.3087,10.8439,8.92234,7.00858,10.3976,10.0448,9.45846,10.6351,9.55659,97,9.981484,10.01851,1.003709468
tr|A2AU89|A2AU89_MOUSE,Trp53bp1,A2AU89_MOUSE Tumor suppressor p53-binding protein 1,21,9.64602,9.93721,11.5266,8.92404,9.42828,9.67128,10.6094,10.8178,9.9224,9.51701,98,9.89243,10.107578,1.021748751
sp|Q8C7H1|MMAA_MOUSE,Mmaa,"MMAA_MOUSE Methylmalonic aciduria type A homolog, mitochondrial",6,9.93119,9.33847,10.128,10.8763,10.2611,9.48334,9.4452,9.62274,10.2518,10.6618,99,10.107012,9.892976,0.978823019
sp|O35855|BCAT2_MOUSE,Bcat2,"BCAT2_MOUSE Branched-chain-amino-acid aminotransferase, mitochondrial",23,11.1698,10.1827,10.498,10.6297,10.6599,9.21276,9.66572,9.52069,9.22508,9.23553,100,10.62802,9.371956,0.881815804
sp|Q9JLI6|SCLY_MOUSE,Scly,SCLY_MOUSE Selenocysteine lyase,7,10.4954,11.1927,11.5528,11.7589,12.8236,7.56792,7.99933,8.64916,9.14574,8.81445,101,11.56468,8.43532,0.729403667
tr|F7D651|F7D651_MOUSE,Scly,F7D651_MOUSE Selenocysteine lyase (Fragment),1,9.88371,9.61888,13.0415,17.6935,15.1259,6.08716,6.77395,5.92388,8.10781,7.74375,102,13.072698,6.92731,0.52990668
sp|Q9Z2G6|SE1L1_MOUSE,Sel1l,SE1L1_MOUSE Protein sel-1 homolog 1,9,10.8417,9.89345,10.216,9.6195,11.1025,9.64505,9.16023,9.87144,10.1022,9.54794,103,10.33463,9.665372,0.935241223
sp|Q8CHT0|AL4A1_MOUSE,Aldh4a1,"AL4A1_MOUSE Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",14,10.3788,9.95148,9.81998,11.9025,12.0273,8.44093,8.00642,8.5441,9.68511,11.2433,104,10.816012,9.183972,0.849108895
sp|Q80X32|CE024_MOUSE,,CE024_MOUSE UPF0461 protein C5orf24 homolog,1,9.88852,10.5549,10.3848,9.71734,8.3753,11.3706,8.93511,10.0447,10.1729,10.5559,105,9.784172,10.215842,1.044119216
sp|P97868|RBBP6_MOUSE,Rbbp6,RBBP6_MOUSE E3 ubiquitin-protein ligase RBBP6,10,10.0422,10.388,10.1712,9.11354,9.27168,10.441,10.399,10.3746,9.97095,9.82783,106,9.797324,10.202676,1.041373747
sp|P35601|RFC1_MOUSE,Rfc1,RFC1_MOUSE Replication factor C subunit 1,13,10.3628,10.2755,11.8785,9.69145,9.6245,9.86173,9.73154,9.65086,9.96162,8.96151,107,10.36655,9.633452,0.929282355
sp|F6ZDS4|TPR_MOUSE,Tpr,TPR_MOUSE Nucleoprotein TPR,71,10.0971,10.1507,10.4276,9.27708,9.20129,10.3649,10.1253,10.3141,10.2457,9.79615,108,9.830754,10.16923,1.034430319
sp|Q3U1F9|PHAG1_MOUSE,Pag1,PHAG1_MOUSE Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,2,9.12065,8.8264,9.61968,10.1169,10.0351,9.4936,9.98364,10.4995,11.7564,10.5481,109,9.543746,10.456248,1.095612561
sp|Q9WUZ9|ENTP5_MOUSE,Entpd5,ENTP5_MOUSE Ectonucleoside triphosphate diphosphohydrolase 5,9,10.0582,9.59479,9.04203,13.7782,12.4092,8.07389,7.36443,7.51141,9.2769,12.891,110,10.976484,9.023526,0.822077999
sp|P70236|MP2K6_MOUSE,Map2k6,MP2K6_MOUSE Dual specificity mitogen-activated protein kinase kinase 6,7,10.0997,10.1733,9.95096,11.967,11.39,8.78313,7.98995,8.87537,9.52143,11.2491,111,10.716192,9.283796,0.866333489
sp|O09110|MP2K3_MOUSE,Map2k3,MP2K3_MOUSE Dual specificity mitogen-activated protein kinase kinase 3,11,9.80045,9.15354,9.67249,9.46856,9.46103,10.5353,10.6976,10.3434,10.5234,10.3443,112,9.511214,10.4888,1.102782463
