Protein Id,Gene Symbol,Description,Number of peptides,wt_1,wt_2,wt_3,wt_4,G12D_1,G12D_2,G12D_3,Id,norm_wt_1,norm_wt_2,norm_wt_3,norm_wt_4,norm_G12D_1,norm_G12D_2,norm_G12D_3,Average norm WT,Average norm G12D,Average norm G12D/Average norm WT
sp|P28352|APEX1_MOUSE,Apex1,APEX1_MOUSE DNA-(apurinic or apyrimidinic site) lyase,10,440.95,432.651,530.773,298.203,732.949,753.854,550.204,5300,11.79141851,11.56949543,14.19337017,7.974229219,19.59974692,20.15876632,14.71297342,11.38212833,18.15716222,1.595234361
tr|Q9ER67|Q9ER67_MOUSE,Maged2,Q9ER67_MOUSE Maged2 protein,7,609.17,563.659,502.834,482.76,688.653,702.148,775.024,2858,14.08730489,13.03484444,11.62824149,11.16402204,15.92538171,16.23745909,17.92274634,12.47860322,16.69519571,1.337905807
sp|Q9QYH6|MAGD1_MOUSE,Maged1,MAGD1_MOUSE Melanoma-associated antigen D1,8,638.558,608.237,644.478,491.986,788.307,739.446,751.778,2859,13.69476215,13.04448624,13.82172476,10.55132228,16.90633719,15.85844527,16.12292211,12.77807386,16.29590152,1.275301873
tr|E9Q6U4|E9Q6U4_MOUSE,Pfdn4,E9Q6U4_MOUSE Protein Pfdn4,5,462.234,497.159,504.836,312.35,576.826,564.312,542.848,15,13.357183,14.36641127,14.58825365,9.025982751,16.66854979,16.30693254,15.686687,12.83445767,16.22072311,1.263841724
sp|Q7TND5|RPF1_MOUSE,Rpf1,RPF1_MOUSE Ribosome production factor 1,1,61.4002,53.6443,35.589,65.3628,29.6489,43.2031,50.6038,27,18.08803068,15.80320169,10.484248,19.25538242,8.734339838,12.72730379,14.90749358,15.9077157,12.12304574,0.762085894
sp|Q91YE6|IPO9_MOUSE,Ipo9,IPO9_MOUSE Importin-9,9,925.755,933.782,778.239,803.451,906.539,893.9,980.795,2151,14.87763443,15.00663483,12.50693255,12.91210985,14.56881771,14.36569872,15.76217191,13.82582792,14.89889611,1.077613305
sp|P97807|FUMH_MOUSE,Fh,"FUMH_MOUSE Fumarate hydratase, mitochondrial",53,8056.62,7938.41,7361.65,7194.19,7198.61,6875.14,7540.38,23,15.44449343,15.21788556,14.11224001,13.79122017,13.79969328,13.17960318,14.45486437,14.64145979,13.81138695,0.943306688
sp|P26039|TLN1_MOUSE,Tln1,TLN1_MOUSE Talin-1,73,8295.81,8731.97,7361.25,8380.63,7823.73,8885.65,8759.77,24,14.24447031,14.99338671,12.63976719,14.39011202,13.43387683,15.25726573,15.0411212,14.06693406,14.57742125,1.036289869
sp|Q71LX4|TLN2_MOUSE,Tln2,TLN2_MOUSE Talin-2,28,3037.67,3056.9,3297.74,2636.31,3468.09,3593.5,3416.49,25,13.49673653,13.58217775,14.65225911,11.71344533,15.40914483,15.96635668,15.17987977,13.36115468,15.51846043,1.161461027
tr|E9PUM4|E9PUM4_MOUSE,Tln2,E9PUM4_MOUSE Talin-2,1,83.9213,79.8637,101.348,66.6104,102.809,101.425,95.1285,9471,13.29749888,12.654564,16.05879457,10.55455194,16.29029296,16.07099537,15.07330228,13.14135235,15.8115302,1.203188971
sp|Q9CPR4|RL17_MOUSE,Rpl17,RL17_MOUSE 60S ribosomal protein L17,44,5087.89,4601.77,4014.77,5116.18,3119.83,3171.33,3951.67,5962,17.50615206,15.83353519,13.81381557,17.60349085,10.73455173,10.9117503,13.59670431,16.18924842,11.74766878,0.725646335
sp|Q91VR2|ATPG_MOUSE,Atp5c1,"ATPG_MOUSE ATP synthase subunit gamma, mitochondrial",62,6472.24,6495.88,6964.23,6077.49,6138.95,5689.8,5942.79,5765,14.78308815,14.83708371,15.90683071,13.88144915,14.02182846,12.99593572,13.57378411,14.85211293,13.53051609,0.911016241
sp|Q9CQF0|RM11_MOUSE,Mrpl11,"RM11_MOUSE 39S ribosomal protein L11, mitochondrial",3,348.895,376.231,284.122,367.2,261.496,287.915,341.91,1787,15.38494441,16.59035819,12.52870112,16.19212539,11.53098045,12.69595801,15.07693244,15.17403228,13.1012903,0.863402032
sp|Q8BIJ7|RUFY1_MOUSE,Rufy1,RUFY1_MOUSE RUN and FYVE domain-containing protein 1,10,874.662,939.754,936.569,756.915,1107.85,1185.02,1181.44,2069,12.52700792,13.4592629,13.41364697,10.8406221,15.86675279,16.97199024,16.92071708,12.56013497,16.5864867,1.320565961
sp|Q8R4C2|RUFY2_MOUSE,Rufy2,RUFY2_MOUSE RUN and FYVE domain-containing protein 2,4,383.028,379.098,359.32,273.128,446.896,499.353,434.85,9406,13.79946413,13.65787685,12.94532893,9.840064013,16.10045564,17.99033964,15.6664708,12.56068348,16.58575536,1.320450068
sp|A2BH40|ARI1A_MOUSE,Arid1a,ARI1A_MOUSE AT-rich interactive domain-containing protein 1A,14,1185.41,1185.44,1137.77,1380.39,1154.63,1266.6,1354.49,651,13.68086484,13.68121107,13.13104967,15.93113692,13.32563161,14.61788192,15.63222397,14.10606562,14.52524583,1.029716309
sp|P10107|ANXA1_MOUSE,Anxa1,ANXA1_MOUSE Annexin A1,15,1354.14,1425.78,1219.52,1516.15,1859.33,2259.77,1844.74,649,11.7962303,12.4203031,10.62352399,13.20753731,16.19705856,19.68538508,16.06996166,12.01189867,17.31746843,1.44169285
tr|E9Q4N6|E9Q4N6_MOUSE,Arid1b,E9Q4N6_MOUSE Protein Arid1b,4,398.095,382.459,448.753,264.052,536.8,569.003,492.785,10209,12.87522069,12.36951992,14.51360583,8.539991145,17.36122902,18.40274106,15.93769233,12.0745844,17.23388747,1.427286183
sp|Q8BLY2|SYTC2_MOUSE,Tarsl2,"SYTC2_MOUSE Probable threonine--tRNA ligase 2, cytoplasmic",11,2014.3,2036.7,1930.88,1938.12,1953.12,1887,2006.65,1233,14.6316093,14.79431995,14.02565743,14.07824784,14.18720586,13.70691891,14.57604071,14.38245863,14.15672183,0.984304714
sp|Q9D0R2|SYTC_MOUSE,Tars,"SYTC_MOUSE Threonine--tRNA ligase, cytoplasmic",89,12818.8,12476.1,13483.5,11339.5,13416.2,12392.3,11881.2,1232,14.59873633,14.2084512,15.35573231,12.91403022,15.27908746,14.11301527,13.53094721,14.26923751,14.30768331,1.002694313
sp|Q9QUR8|SEM7A_MOUSE,Sema7a,SEM7A_MOUSE Semaphorin-7A,3,258.928,232.598,207.069,192.671,242.552,234.278,302.193,33,15.50198798,13.92561407,12.39719593,11.53518942,14.52155884,14.02619547,18.09225829,13.33999685,15.54667087,1.165417881
sp|Q62009|POSTN_MOUSE,Postn,POSTN_MOUSE Periostin,18,1490.6,2066.87,1633.39,956.666,4509.32,5039.17,3594.38,8124,7.727161226,10.7145027,8.467374128,4.959286476,23.37598461,26.1226882,18.63300266,7.967081132,22.71055849,2.850549419
sp|Q60864|STIP1_MOUSE,Stip1,STIP1_MOUSE Stress-induced-phosphoprotein 1,48,6307.94,6080.91,5885.22,5849.62,5511.77,5420.64,6040.32,37,15.34912287,14.79669032,14.32051746,14.23389191,13.41180083,13.19005402,14.69792259,14.67505564,13.76659248,0.938094739
sp|Q61941|NNTM_MOUSE,Nnt,"NNTM_MOUSE NAD(P) transhydrogenase, mitochondrial",44,6989.18,6893.03,5785.85,1949.36,6145.16,4617.02,7291.35,8125,17.61787908,17.37551029,14.58460158,4.913822331,15.4903273,11.63828948,18.37956994,13.62295332,15.16939557,1.113517401
sp|D3Z6P0|PDIA2_MOUSE,Pdia2,PDIA2_MOUSE Protein disulfide-isomerase A2,280,39186.4,38920.3,42027.3,62764,25354.4,22911.3,28478.1,4166,15.09248511,14.98999776,16.18664637,24.17330337,9.765145674,8.824195488,10.96822623,17.61060815,9.852522462,0.559465203
tr|F6Q519|F6Q519_MOUSE,Pdia2,F6Q519_MOUSE Protein disulfide-isomerase A2 (Fragment),2,316.473,304.819,234.875,449.407,79.7283,88.4884,168.685,10210,19.26804762,18.55850896,14.30005936,27.36156157,4.854154007,5.387501319,10.27016716,19.87204438,6.837274163,0.34406496
sp|Q8VCH8|UBXN4_MOUSE,Ubxn4,UBXN4_MOUSE UBX domain-containing protein 4,9,1245.35,1192.62,976.28,1506.81,716.536,730.076,959.648,6573,16.99598216,16.2763466,13.32383464,20.56427179,9.778964205,9.963752095,13.09684851,16.7901088,10.9465216,0.651962518
sp|P52795|EFNB1_MOUSE,Efnb1,EFNB1_MOUSE Ephrin-B1,3,232.359,249.814,274.353,173.066,308.632,335.43,289.654,42,12.4702411,13.40701591,14.72397478,9.288104811,16.5636599,18.00185477,15.54514874,12.47233415,16.70355447,1.339248473
sp|Q9CRB9|CHCH3_MOUSE,Chchd3,"CHCH3_MOUSE Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial",15,2394.59,2206.37,2032.66,2684.48,1438.97,1667.91,1819.2,7495,16.81100632,15.48962453,14.27010891,18.84615331,10.10216102,11.70941395,12.77153195,16.35422327,11.52770231,0.704876173
sp|Q6ZQ08|CNOT1_MOUSE,Cnot1,CNOT1_MOUSE CCR4-NOT transcription complex subunit 1,19,1360.13,1383.65,1409.47,1118.38,1732.89,1725.49,1611.71,2996,13.15187416,13.37930248,13.62897081,10.81425527,16.75630359,16.68474877,15.58454493,12.74360068,16.34186576,1.282358587
sp|Q9D8N0|EF1G_MOUSE,Eef1g,EF1G_MOUSE Elongation factor 1-gamma,78,10811.8,11093.1,10995.1,10728,9396.2,9173,9761.54,44,15.02499905,15.41591751,15.27972836,14.90854342,13.0577606,12.74758285,13.56546821,15.15729708,13.12360389,0.86582745
sp|Q9D9B4|CJ011_MOUSE,,CJ011_MOUSE Leucine-rich repeat-containing protein C10orf11 homolog,1,15.1767,14.9334,8.23973,12.6537,3.1541,12.8561,12.153,10211,19.17055308,18.86322701,10.40807167,15.98360827,3.984123128,16.23927122,15.35114561,16.10636501,11.85817999,0.736241851
sp|Q921M4|GOGA2_MOUSE,Golga2,GOGA2_MOUSE Golgin subfamily A member 2,25,1772.62,1728.11,1676,1257.2,1920.5,1682.42,1842.82,3129,14.92145826,14.54678455,14.108136,10.58278555,16.16627398,14.16217791,15.51238376,13.53979109,15.28027855,1.128546109
sp|P23492|PNPH_MOUSE,Pnp,PNPH_MOUSE Purine nucleoside phosphorylase,16,1594.55,1632.07,1708.79,1503.44,2030.77,1786.54,1805.48,2800,13.22000988,13.53107869,14.16714477,12.46463997,16.83659933,14.81175031,14.96877705,13.34571833,15.53904223,1.164346635
tr|Q9CQ73|Q9CQ73_MOUSE,Pkp2,Q9CQ73_MOUSE Plakophilin 2,11,1391.2,1352.85,1258.07,1070.24,1545.72,1601.56,1588.19,1923,14.18458517,13.79357105,12.82720031,10.91209778,15.76006109,16.32940212,16.19308247,12.92936358,16.09418189,1.244777579
sp|Q9Z2D6|MECP2_MOUSE,Mecp2,MECP2_MOUSE Methyl-CpG-binding protein 2,16,1734.16,1896.83,1980.15,1616.75,2860.19,3032.46,2709.3,4681,10.95500649,11.98262269,12.5089704,10.21330601,18.06834434,19.1566055,17.11514456,11.4149764,18.1133648,1.58680703
sp|P35486|ODPA_MOUSE,Pdha1,"ODPA_MOUSE Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",18,1688.43,1655.25,1613.19,3174.31,690.108,768.239,982.565,1868,15.97063287,15.6567877,15.2589478,30.02537246,6.527638995,7.266669643,9.293950526,19.22793521,7.696086388,0.400255477
sp|E9Q1P8|I2BP2_MOUSE,Irf2bp2,I2BP2_MOUSE Interferon regulatory factor 2-binding protein 2,4,143.67,130.989,158.574,84.4067,225.024,251.183,215.39,57,11.8810486,10.83237054,13.11356164,6.980163602,18.60876369,20.77202917,17.81206277,10.70178609,19.06428521,1.781411537
sp|P28667|MRP_MOUSE,Marcksl1,MRP_MOUSE MARCKS-related protein,1,11.3907,13.9218,14.8793,8.06842,42.2056,47.3225,31.9454,5592,6.710923439,8.202141566,8.76626047,4.753575188,24.8657721,27.88043531,18.82089192,7.108225166,23.85569978,3.356069796
sp|Q80UJ7|RB3GP_MOUSE,Rab3gap1,RB3GP_MOUSE Rab3 GTPase-activating protein catalytic subunit,12,1034.87,993.228,1037.58,707.768,1111.78,1163.46,1081.23,63,14.51447675,13.9304306,14.55248561,9.926736865,15.59317108,16.31800431,15.16469479,13.23103246,15.69195673,1.18599639
sp|Q925N2|SFXN2_MOUSE,Sfxn2,SFXN2_MOUSE Sideroflexin-2,6,717.017,738.469,792.438,961.649,607.716,593.047,632.892,7575,14.21742186,14.64278434,15.71291244,19.06812462,12.05013932,11.75927402,12.5493434,15.91031082,12.11958558,0.761744112
sp|Q6PHS6|SNX13_MOUSE,Snx13,SNX13_MOUSE Sorting nexin-13,2,182.641,180.397,179.096,160.67,247.068,216.751,221.015,138,13.16200623,13.00029258,12.90653614,11.57866821,17.80493183,15.62014012,15.92742488,12.66187579,16.45083228,1.299241325
sp|Q64727|VINC_MOUSE,Vcl,VINC_MOUSE Vinculin,55,7402.89,8042.83,6743.57,7402.76,7343.55,7749.78,7647.43,2079,14.14579114,15.36861865,12.88593141,14.14554273,14.03240147,14.8086449,14.6130697,14.13647098,14.48470536,1.024633756
tr|Q91VA7|Q91VA7_MOUSE,Idh3b,Q91VA7_MOUSE Isocitrate dehydrogenase 3 (NAD+) beta,18,2843.08,2737.98,2572.96,3923.61,1324.87,1386.39,1659.26,64,17.28510501,16.64612738,15.64285345,23.85441524,8.054826835,8.428850661,10.08782143,18.35712527,8.857166307,0.482492012
sp|Q3TLH4|PRC2C_MOUSE,Prrc2c,PRC2C_MOUSE Protein PRRC2C,37,2836.3,2789.73,2832.43,2328.04,3248.03,3334.65,3186.71,8471,13.79799172,13.57143865,13.779165,11.32541573,15.80096994,16.22235768,15.50266128,13.11850277,15.8419963,1.20760704
sp|Q7TSC1|PRC2A_MOUSE,Prrc2a,PRC2A_MOUSE Protein PRRC2A,25,1845.8,1795.8,2132.59,1158.75,2705.38,2473.62,2246.17,1278,12.85545242,12.50721718,14.85286016,8.070351878,18.84217352,17.22803349,15.64391135,12.07147041,17.23803945,1.427998319
sp|Q9CZJ1|UTP11_MOUSE,Utp11l,UTP11_MOUSE Probable U3 small nucleolar RNA-associated protein 11,1,44.6237,51.2421,50.4228,52.0122,60.2907,56.4498,60.3997,7462,11.88567578,13.64850935,13.43028598,13.85362813,16.05863505,15.03559814,16.08766757,13.20452481,15.72730025,1.19105386
sp|P42669|PURA_MOUSE,Pura,PURA_MOUSE Transcriptional activator protein Pur-alpha,16,2063.49,2039.95,2127.31,3248.69,1772.94,1986.15,2047.01,71,13.49962121,13.34561945,13.91713999,21.25335448,11.59880515,12.99365282,13.3918069,15.50393378,12.66142162,0.816658649
sp|O35295|PURB_MOUSE,Purb,PURB_MOUSE Transcriptional activator protein Pur-beta,15,2747.01,2577,2419.65,3212.03,2150.5,2441.14,2535.25,72,15.19147157,14.25128494,13.38111044,17.76311787,11.89266133,13.4999541,14.02039974,15.14674621,13.13767173,0.867359336
sp|Q9CPV4|GLOD4_MOUSE,Glod4,GLOD4_MOUSE Glyoxalase domain-containing protein 4,32,4538.21,4508.61,4373.41,8343.96,2918.26,3089.3,3764.25,2368,14.39056951,14.29670852,13.86799214,26.45852359,9.253741755,9.796106038,11.93635845,17.25344844,10.32873541,0.598647595
sp|Q8VCX5|MICU1_MOUSE,Micu1,"MICU1_MOUSE Calcium uptake protein 1, mitochondrial",2,159.199,172.068,149.258,161.572,157.382,178.577,177.492,3791,13.77692662,14.89059736,12.91664215,13.98228373,13.61968521,15.45387989,15.35998505,13.89161246,14.81118338,1.066196125
tr|J3QQ16|J3QQ16_MOUSE,Col6a3,J3QQ16_MOUSE Protein Col6a3,61,8082.88,8336.1,7907.25,9087.67,8864.2,9853.58,9534.4,8128,13.10749767,13.5181286,12.82268956,14.73690236,14.37451513,15.97893039,15.46133628,13.54630455,15.27159394,1.127362365
sp|Q9ERK4|XPO2_MOUSE,Cse1l,XPO2_MOUSE Exportin-2,26,3126.21,3025.4,2916.4,2864.96,3081.27,3245.3,3242.59,70,14.53907125,14.07023397,13.56330745,13.32407534,14.3300687,15.09292335,15.08031995,13.874172,14.83443733,1.069212443
sp|Q5U3K5|RABL6_MOUSE,Rabl6,RABL6_MOUSE Rab-like protein 6,16,1429.22,1451.66,1390.62,1430.65,1302.23,1301.05,1432.47,84,14.67688105,14.90732088,14.28049169,14.69156594,13.37280112,13.36068351,14.7102558,14.63906489,13.81458015,0.943679139
sp|Q8JZM7|CDC73_MOUSE,Cdc73,CDC73_MOUSE Parafibromin,2,445.388,422.211,288.495,404.818,287.889,406.141,468.11,565,16.3562062,15.50506564,10.59454612,14.8663338,10.57229168,14.914919,17.19063756,14.33053794,14.22594941,0.992701703
sp|Q80TZ3|AUXI_MOUSE,Dnajc6,AUXI_MOUSE Putative tyrosine-protein phosphatase auxilin,2,178.063,189.438,209.981,132.097,270.779,259.804,232.096,10212,12.09455136,12.8671741,14.26251377,8.972408369,18.39208889,17.6466353,15.76462821,12.0491619,17.26778413,1.433110807
sp|Q99KY4|GAK_MOUSE,Gak,GAK_MOUSE Cyclin-G-associated kinase,3,246.857,275.786,238.023,214.447,312.262,325.054,303.782,2449,12.88255834,14.39225639,12.42154439,11.19119972,16.29580459,16.96337199,15.85326459,12.72188971,16.37081372,1.286822485
sp|Q60931|VDAC3_MOUSE,Vdac3,VDAC3_MOUSE Voltage-dependent anion-selective channel protein 3,30,3857.68,3960.03,3993.27,3515.76,4024.43,4123.51,3928.47,86,14.07750569,14.4510029,14.57230282,12.82976592,14.68601237,15.04757665,14.33583365,13.98264433,14.68980756,1.050574356
sp|Q60930|VDAC2_MOUSE,Vdac2,VDAC2_MOUSE Voltage-dependent anion-selective channel protein 2,57,7242.22,7149.39,7463.63,7221.57,6436.32,6241.79,6189.8,6603,15.10535467,14.91173585,15.56715734,15.06228423,13.4244605,13.0187224,12.91028501,15.16163302,13.11782264,0.865198532
sp|Q60932|VDAC1_MOUSE,Vdac1,VDAC1_MOUSE Voltage-dependent anion-selective channel protein 1,40,3057.9,3233.86,3015.94,3445.07,2493.78,2556.64,2782.09,87,14.85478944,15.709575,14.65095447,16.73559942,12.11438465,12.41974848,13.51494855,15.48772958,12.68302722,0.818908101
sp|Q8BUV3|GEPH_MOUSE,Gphn,GEPH_MOUSE Gephyrin,19,1627.2,1524.65,1541.4,1632.2,1383.77,1449.07,1573.48,998,15.16245689,14.20688293,14.36296156,15.20904753,12.89414514,13.50261886,14.66188709,14.73533723,13.68621703,0.92880243
sp|F8VPU2|FARP1_MOUSE,Farp1,"FARP1_MOUSE FERM, RhoGEF and pleckstrin domain-containing protein 1",14,871.409,871.135,998.947,573.239,1220.51,1334.69,1126.68,4762,12.45473165,12.45081547,14.27758586,8.193096371,17.44430517,19.07623835,16.10322713,11.84405734,17.54125688,1.481017559
sp|Q9CQN1|TRAP1_MOUSE,Trap1,"TRAP1_MOUSE Heat shock protein 75 kDa, mitochondrial",16,1446.94,1365.6,1595.87,1362.05,1599.96,1528.92,1346.39,92,14.12237098,13.32847928,15.57595213,13.2938307,15.6158712,14.92250918,13.14098654,14.08015827,14.55978897,1.034064298
sp|P07901|HS90A_MOUSE,Hsp90aa1,HS90A_MOUSE Heat shock protein HSP 90-alpha,98,15254.3,13991.7,12652,16719.9,9773.49,10648.3,12779.8,93,16.61335736,15.23826804,13.77920962,18.20953264,10.6442434,11.59699319,13.91839576,15.96009192,12.05321078,0.755209359
sp|P11499|HS90B_MOUSE,Hsp90ab1,HS90B_MOUSE Heat shock protein HSP 90-beta,50,7432.28,7169.82,6309.41,8323.14,5479.2,5952.74,6973.49,94,15.6008974,15.04997473,13.24391143,17.47087746,11.50124013,12.4952351,14.63786375,15.34141525,12.878113,0.839434484
sp|P08113|ENPL_MOUSE,Hsp90b1,ENPL_MOUSE Endoplasmin,348,40388.3,37309.6,38891.1,39110.4,37571.6,35687.7,36838.8,95,15.19513916,14.03685136,14.6318532,14.71435962,14.13542264,13.42664999,13.85972404,14.64455083,13.80726556,0.942826155
tr|A2A6A2|A2A6A2_MOUSE,Hsp90aa1,A2A6A2_MOUSE Heat shock protein HSP 90-alpha (Fragment),2,123.264,126.492,121.242,99.118,130.531,137.866,156.847,96,13.76697641,14.12750179,13.54114546,11.07018406,14.57860525,15.39782881,17.51775822,13.12645193,15.83139743,1.20606829
sp|O54781|SRPK2_MOUSE,Srpk2,SRPK2_MOUSE SRSF protein kinase 2,6,287.126,298.488,296.022,213.449,354.339,374.589,337.076,9135,13.28617193,13.81192538,13.69781624,9.876918535,16.39631686,17.33334444,15.59750663,12.66820802,16.44238931,1.297925427
sp|O70551|SRPK1_MOUSE,Srpk1,SRPK1_MOUSE SRSF protein kinase 1,7,777.218,702.378,719.599,575.387,822.565,782.572,731.915,5432,15.2048836,13.74077252,14.07767066,11.25642016,16.09201676,15.30962506,14.31861123,13.56993674,15.24008435,1.123077038
sp|Q923J1|TRPM7_MOUSE,Trpm7,TRPM7_MOUSE Transient receptor potential cation channel subfamily M member 7,1,19.9607,21.6009,23.8596,13.8064,24.9188,28.672,22.825,10213,12.82463632,13.8784555,15.32965741,8.87053354,16.01018739,18.42159706,14.66493279,12.72582069,16.36557241,1.286013123
sp|P17426|AP2A1_MOUSE,Ap2a1,AP2A1_MOUSE AP-2 complex subunit alpha-1,21,2285.78,2392.26,1930.66,2159.1,2017.43,2231.5,2385.43,724,14.84064573,15.53197733,12.53499509,14.01816369,13.09835763,14.48822763,15.4876329,14.23144546,14.35807272,1.008897709
sp|P17427|AP2A2_MOUSE,Ap2a2,AP2A2_MOUSE AP-2 complex subunit alpha-2,19,2723.76,2616.3,2629.99,2558.91,2973.71,3310.24,3166.32,725,13.63295783,13.09509926,13.16362042,12.80785095,14.88400704,16.56840629,15.84805821,13.17488212,15.76682385,1.196733581
sp|O35855|BCAT2_MOUSE,Bcat2,"BCAT2_MOUSE Branched-chain-amino-acid aminotransferase, mitochondrial",89,9634.65,9761.29,10278.9,13484.5,8506.57,8067.08,8383.3,100,14.14441391,14.33033126,15.09022291,19.79629249,12.48830493,11.8430995,12.307335,15.84031514,12.21291314,0.771001904
sp|Q9Z2G6-2|SE1L1_MOUSE,Sel1l,SE1L1_MOUSE Isoform 2 of Protein sel-1 homolog 1,24,3782.3,3382.65,3178.6,4284.75,2531.26,2436.12,2809.04,10214,16.88171064,15.09793472,14.18718913,19.12431845,11.29788723,10.87324457,12.53771527,16.32278823,11.56961569,0.708801433
sp|Q8CHT0|AL4A1_MOUSE,Aldh4a1,"AL4A1_MOUSE Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",14,1508.73,1590.6,1713.62,1755.5,1609.18,1530.14,1499.17,104,13.46246165,14.19299113,15.2907038,15.66440081,14.35878126,13.65350399,13.37715737,14.65263935,13.79648087,0.941569675
sp|P62960|YBOX1_MOUSE,Ybx1,YBOX1_MOUSE Nuclease-sensitive element-binding protein 1,47,3112.41,3173.87,3597,2644.36,4054.23,3708.32,3460.28,4558,13.10462488,13.3633987,15.14496345,11.13392703,17.0701043,15.61366996,14.56931168,13.18672852,15.75102865,1.194460675
sp|Q9JKB3-2|YBOX3_MOUSE,Ybx3,YBOX3_MOUSE Isoform 2 of Y-box-binding protein 3,13,1230.82,1116.69,1309.05,1236.7,1045.1,1067.2,986.322,4557,15.40087804,13.9728039,16.37974635,15.4744527,13.07701991,13.35355052,12.34154859,15.30697025,12.92403967,0.844323825
sp|Q80X32|CE024_MOUSE,,CE024_MOUSE UPF0461 protein C5orf24 homolog,1,36.7436,42.1764,40.3341,24.1333,57.311,66.2882,46.2477,105,11.7303884,13.46480893,12.87665495,7.704552152,18.29652755,21.16249721,14.7645708,11.44410111,18.07453185,1.579375408
sp|P19096|FAS_MOUSE,Fasn,FAS_MOUSE Fatty acid synthase,82,14607.1,17627,14325.1,11480,11171.8,10137.6,9847.59,399,16.37637213,19.76205486,16.06021513,12.87050489,12.52497444,11.36550788,11.04037067,16.26728675,11.64361766,0.715768883
tr|F6ZBR8|F6ZBR8_MOUSE,Wiz,F6ZBR8_MOUSE Protein Wiz (Fragment),3,192.106,198.453,191.308,153.476,280.088,283.823,250.192,3106,12.3983669,12.80799718,12.34686462,9.905217736,18.07665449,18.31770839,16.14719067,11.86461161,17.51385119,1.476141973
